Proj_num,Name_CN,Name_EN,CategoryCN,CategoryEN,Time,Type_CN,Type_EN,Place_CN,Place_EN,Unit_CN,Unit_EN,X,Y,ProvinceCN,ProvinceEN,Region4CN,Region4EN,Region7CN,Region7EN,center
Ⅶ-91,镶嵌（彩石镶嵌）,Inlay (colored stone inlay),传统美术,Traditional art,2008,新增项目,New project,浙江省温州市鹿城区,"Lucheng District, Wenzhou City, Zhejiang Province",温州崇林斋工艺品有限公司,"Wenzhou chonglinzhai Crafts Co., Ltd",120.651161,28.018822,浙江,Zhejiang,东部,Eastern China,华东,East China,"120.651161,28.018822"
Ⅶ-91,镶嵌（彩石镶嵌）,Inlay (colored stone inlay),传统美术,Traditional art,2008,新增项目,New project,浙江省温州市瓯海区,"Ouhai District, Wenzhou City, Zhejiang Province",温州市瓯海区文化馆,Wenzhou Ouhai District Cultural Center,120.610992,27.970257,浙江,Zhejiang,东部,Eastern China,华东,East China,"120.610992,27.970257"
Ⅶ-91,镶嵌（彩石镶嵌）,Inlay (colored stone inlay),传统美术,Traditional art,2008,新增项目,New project,浙江省仙居县,"Xianju County, Zhejiang Province",仙居县非物质文化遗产保护中心,Xianju Intangible Cultural Heritage Protection Center,120.730915,28.852224,浙江,Zhejiang,东部,Eastern China,华东,East China,"120.730915,28.852224"
Ⅶ-91,镶嵌（骨木镶嵌）,Inlay (bone wood inlay),传统美术,Traditional art,2008,新增项目,New project,浙江省宁波市,"Ningbo City, Zhejiang Province",宁波市鄞州紫林坊艺术馆,Ningbo Yinzhou zilinfang Art Museum,121.617501,29.862137,浙江,Zhejiang,东部,Eastern China,华东,East China,"121.617501,29.862137"
Ⅶ-91,镶嵌（嵌瓷）,Inlay (porcelain inlay),传统美术,Traditional art,2008,新增项目,New project,广东省汕头市,"Shantou City, Guangdong Province",汕头市潮南区成田镇大寮嵌瓷工艺社,"Daliao porcelain inlay craft society, Chengtian Town, Chaonan District, Shantou",116.703937,23.373629,广东,Guangdong,东部,Eastern China,华南,South China,"116.703937,23.373629"
Ⅶ-91,镶嵌（嵌瓷）,Inlay (porcelain inlay),传统美术,Traditional art,2008,新增项目,New project,广东省普宁市,"Puning City, Guangdong Province",普宁市文化馆,Puning Cultural Center,116.161333,23.300136,广东,Guangdong,东部,Eastern China,华南,South China,"116.161333,23.300136"
Ⅶ-91,镶嵌（潮州嵌瓷）,Inlay (Chaozhou inlaid porcelain),传统美术,Traditional art,2011,扩展项目,Extension project,广东省潮州市工艺美术研究院,Guangdong Chaozhou arts and Crafts Research Institute,潮州市工艺美术研究院,Chaozhou arts and Crafts Research Institute,116.646106,23.671318,广东,Guangdong,东部,Eastern China,华南,South China,"116.646106,23.671318"
Ⅶ-92,新会葵艺,Xinhui Kuiyi,传统美术,Traditional art,2008,新增项目,New project,广东省江门市新会区,"Xinhui District, Jiangmen City, Guangdong Province",新会区会城葵乡传统工艺品经营中心,Xinhui District Huicheng Kui Township traditional crafts business center,113.028846,22.461077,广东,Guangdong,东部,Eastern China,华南,South China,"113.028846,22.461077"
Ⅶ-93,传统插花,Traditional flower arrangement,传统美术,Traditional art,2008,新增项目,New project,北京林业大学,Beijing Forestry University,北京林业大学,Beijing Forestry University,116.341287,40.004549,北京,Beijing,东部,Eastern China,华北,North China,"116.341287,40.004549"
Ⅶ-94,盆景技艺（扬派盆景技艺）,Bonsai Art (Yang Bonsai Art),传统美术,Traditional art,2008,新增项目,New project,江苏省扬州市,"Yangzhou City, Jiangsu Province",扬州市瘦西湖风景区管理处,Yangzhou Slender West Lake Scenic Spot Management Office,119.415532,32.395044,江苏,Jiangsu,东部,Eastern China,华东,East China,"119.415532,32.395044"
Ⅶ-94,盆景技艺（扬派盆景技艺）,Bonsai Art (Yang Bonsai Art),传统美术,Traditional art,2008,新增项目,New project,江苏省泰州市,"Taizhou City, Jiangsu Province",泰州盆景研发中心,Taizhou bonsai R &amp; D Center,119.918114,32.458904,江苏,Jiangsu,东部,Eastern China,华东,East China,"119.918114,32.458904"
Ⅶ-94,盆景技艺（徽派盆景技艺）,Bonsai Art (Huizhou Bonsai Art),传统美术,Traditional art,2008,新增项目,New project,安徽省歙县,"She County, Anhui Province",歙县徽派盆景协会,Shexian Huipai Bonsai Association,118.410084,29.863619,安徽,Anhui,中部,Central China,华东,East China,"118.410084,29.863619"
Ⅶ-94,盆景技艺（英石假山盆景技艺）,Bonsai Art (Bonsai Art of Yingshi rockery),传统美术,Traditional art,2008,新增项目,New project,广东省英德市,"Yingde City, Guangdong Province",英德市奇石协会,Yingde Qishi Association,113.396776,24.207632,广东,Guangdong,东部,Eastern China,华南,South China,"113.396776,24.207632"
Ⅶ-94,盆景技艺（苏派盆景技艺）,Bonsai Art (Su style Bonsai Art),传统美术,Traditional art,2011,扩展项目,Extension project,江苏省苏州市,"Suzhou City, Jiangsu Province",苏州市虎丘山风景名胜区管理处,Suzhou Huqiu Mountain Scenic Spot Management Office,120.615408,31.301557,江苏,Jiangsu,东部,Eastern China,华东,East China,"120.615408,31.301557"
Ⅶ-94,盆景技艺（川派盆景技艺）,Bonsai Art (Sichuan Bonsai Art),传统美术,Traditional art,2011,扩展项目,Extension project,四川省盆景艺术家协会,Sichuan bonsai Artists Association,四川省盆景协会,Sichuan Bonsai Association,104.014179,30.719807,四川,Sichuan,西部,Western China,西南,Southwest China,"104.014179,30.719807"
Ⅶ-94,盆景技艺（如皋盆景）,Bonsai Art (Rugao Bonsai Art),传统美术,Traditional art,2014,扩展项目,Extension project,江苏省如皋市,"Rugao City, Jiangsu Province",如皋市花木盆景产业联合会,Rugao flower and tree bonsai industry federation,120.570667,32.372775,江苏,Jiangsu,东部,Eastern China,华东,East China,"120.570667,32.372775"
Ⅶ-95,布老虎（黎侯虎）,Cloth tiger (Lihou Tiger),传统美术,Traditional art,2008,新增项目,New project,山西省黎城县,"Licheng County, Shanxi Province",黎城县人民文化馆,Licheng County People's Cultural Center,113.380419,36.502047,山西,Shanxi,中部,Central China,华北,North China,"113.380419,36.502047"
Ⅶ-96,建筑彩绘（白族民居彩绘）,Architectural painting (painting of Bai folk houses),传统美术,Traditional art,2008,新增项目,New project,云南省大理市,"Dali City, Yunnan Province",大理市非物质文化遗产保护管理所,Dali intangible cultural heritage protection and Management Office,100.224566,25.59247,云南,Yunnan,西部,Western China,西南,Southwest China,"100.224566,25.59247"
Ⅶ-96,建筑彩绘（陕北匠艺丹青）,Architectural painting (Northern Shaanxi craftsman painting),传统美术,Traditional art,2008,新增项目,New project,陕西省,Shaanxi Province,陕西省非物质文化遗产研究会,Shaanxi Intangible Cultural Heritage Research Association,108.943351,34.264736,陕西,Shaanxi,西部,Western China,西北,Northwest China,"108.943351,34.264736"
Ⅶ-96,建筑彩绘（炕围画）,Architectural painting (Kang Wai painting),传统美术,Traditional art,2008,新增项目,New project,山西省襄垣县,"Xiangyuan County, Shanxi Province",襄垣县非物质文化遗产保护协会,Xiangyuan Intangible Cultural Heritage Protection Association,113.044857,36.535569,山西,Shanxi,中部,Central China,华北,North China,"113.044857,36.535569"
Ⅶ-96,建筑彩绘（传统地仗彩画）,Architectural painting (traditional ground color painting),传统美术,Traditional art,2011,扩展项目,Extension project,辽宁省沈阳市,"Shenyang City, Liaoning Province",沈阳市泰然古建筑维修学校,Shenyang Tairan ancient building maintenance school,123.458966,41.674936,辽宁,Liaoning,东北,Northeast China,东北,Northeast China,"123.458966,41.674936"
Ⅶ-97,棕编（新繁棕编）,Palm weaving (Xinfan palm weaving),传统美术,Traditional art,2011,新增项目,New project,四川省成都市新都区,"Xindu District, Chengdu City, Sichuan Province",成都市新都区文化馆,Chengdu Xindu District Cultural Center,104.156216,30.82588,四川,Sichuan,西部,Western China,西南,Southwest China,"104.156216,30.82588"
Ⅶ-98,苗画,Miao painting,传统美术,Traditional art,2011,新增项目,New project,湖南省保靖县,"Baojing County, Hunan Province",保靖县非物质文化遗产保护中心,Baojing Intangible Cultural Heritage Protection Center,109.655954,28.70314,湖南,Hunan,中部,Central China,华中,Central China,"109.655954,28.70314"
Ⅶ-99,嘉兴灶头画,Jiaxing stove painting,传统美术,Traditional art,2011,新增项目,New project,浙江省嘉兴市,"Jiaxing City, Zhejiang Province",嘉兴市文化馆,Jiaxing Cultural Center,120.746543,30.764944,浙江,Zhejiang,东部,Eastern China,华东,East China,"120.746543,30.764944"
Ⅶ-100,永春纸织画,Yongchun paper weaving painting,传统美术,Traditional art,2011,新增项目,New project,福建省永春县,"Yongchun County, Fujian Province",永春县美术家协会,Yongchun Artists Association,118.289262,25.324321,福建,Fujian,东部,Eastern China,华东,East China,"118.289262,25.324321"
Ⅶ-101,平遥纱阁戏人,Pingyao shage opera man,传统美术,Traditional art,2011,新增项目,New project,山西省平遥县,"Pingyao County, Shanxi Province",平遥县非物质文化遗产保护中心,Pingyao Intangible Cultural Heritage Protection Center,112.169763,37.188952,山西,Shanxi,中部,Central China,华北,North China,"112.169763,37.188952"
Ⅶ-102,清徐彩门楼,Qingxu caimen building,传统美术,Traditional art,2011,新增项目,New project,山西省清徐县,"Qingxu County, Shanxi Province",清徐县文化馆,Qingxu County Cultural Center,112.352053,37.606624,山西,Shanxi,中部,Central China,华北,North China,"112.352053,37.606624"
Ⅶ-103,上海绒绣,Shanghai velvet embroidery,传统美术,Traditional art,2011,新增项目,New project,上海市浦东新区,"Pudong New Area, Shanghai",上海黎辉绒绣文化发展有限公司,"Shanghai Lihui velvet Embroidery Culture Development Co., Ltd",121.540096,31.223662,上海,Shanghai,东部,Eastern China,华东,East China,"121.540096,31.223662"
Ⅶ-104,宁波金银彩绣,Ningbo gold and silver color embroidery,传统美术,Traditional art,2011,新增项目,New project,浙江省宁波市鄞州区,"Yinzhou District, Ningbo City, Zhejiang Province",宁波金银彩绣有限公司,"Ningbo Jinyin color Embroidery Co., Ltd",121.542441,29.819091,浙江,Zhejiang,东部,Eastern China,华东,East China,"121.542441,29.819091"
Ⅶ-105,瑶族刺绣,Yao embroidery,传统美术,Traditional art,2011,新增项目,New project,广东省乳源瑶族自治县,"Ruyuan Yao Autonomous County, Guangdong Province",乳源瑶族自治县文化馆（乳源瑶族自治县非物质文化遗产保护中心）,Ruyuan Yao Autonomous County Cultural Center (Ruyuan Yao Autonomous County Intangible Cultural Heritage Protection Center),113.270429,24.778947,广东,Guangdong,东部,Eastern China,华南,South China,"113.270429,24.778947"
Ⅶ-106,藏族编织、挑花刺绣工艺,Tibetan weaving and cross stitch embroidery technology,传统美术,Traditional art,2011,新增项目,New project,四川省阿坝藏族羌族自治州,"Aba Tibetan and Qiang Autonomous Prefecture, Sichuan Province",阿坝藏族羌族自治州藏族传统编织挑花刺绣协会,Aba Tibetan and Qiang Autonomous Prefecture Tibetan traditional weaving cross stitch embroidery Association,102.219726,31.902034,四川,Sichuan,西部,Western China,西南,Southwest China,"102.219726,31.902034"
Ⅶ-107,侗族刺绣,Dong embroidery,传统美术,Traditional art,2011,新增项目,New project,贵州省锦屏县,"Jinping County, Guizhou Province",锦屏县非物质文化遗产保护中心,Jinping Intangible Cultural Heritage Protection Center,109.196038,26.679668,贵州,Guizhou,西部,Western China,西南,Southwest China,"109.196038,26.679668"
Ⅶ-108,锡伯族刺绣,Xibo embroidery,传统美术,Traditional art,2011,新增项目,New project,新疆维吾尔自治区察布查尔锡伯自治县,"Chabuchar Xibe Autonomous County, Xinjiang Uygur Autonomous Region",察布查尔锡伯自治县文化馆,Chabuchar Xibe Autonomous County Cultural Center,81.148366,43.839387,新疆,Xinjiang,西部,Western China,西北,Northwest China,"81.148366,43.839387"
Ⅶ-109,宁波泥金彩漆,Ningbo clay gold color paint,传统美术,Traditional art,2011,新增项目,New project,浙江省宁海县,"Ninghai County, Zhejiang Province",宁波东方艺术品有限公司,"Ningbo Oriental Art Co., Ltd",121.425009,29.290427,浙江,Zhejiang,东部,Eastern China,华东,East China,"121.425009,29.290427"
Ⅶ-110,京绣,Beijing embroidery,传统美术,Traditional art,2014,新增项目,New project,北京市房山区,"Fangshan District, Beijing",北京京都绣娘手工艺品专业合作社,Beijing Kyoto xiuniang handicraft professional cooperative,116.137192,39.747542,北京,Beijing,东部,Eastern China,华北,North China,"116.137192,39.747542"
Ⅶ-110,京绣,Beijing embroidery,传统美术,Traditional art,2014,新增项目,New project,河北省定兴县,"Dingxing County, Hebei Province",定兴县燕都刺绣工艺品制造有限公司,"Dingxing Yandu embroidery crafts Manufacturing Co., Ltd",115.802108,39.262038,河北,Hebei,东部,Eastern China,华北,North China,"115.802108,39.262038"
Ⅶ-111,布糊画,Cloth paste painting,传统美术,Traditional art,2014,新增项目,New project,河北省丰宁满族自治县,"Fengning Manchu Autonomous County, Hebei Province",丰宁满族自治县非物质文化遗产保护中心,Fengning Manchu Autonomous County Intangible Cultural Heritage Protection Center,116.639967,41.207225,河北,Hebei,东部,Eastern China,华北,North China,"116.639967,41.207225"
Ⅶ-112,抽纱（汕头抽纱）,Drawnwork (Shantou drawnwork),传统美术,Traditional art,2014,新增项目,New project,广东省汕头市,"Shantou City, Guangdong Province",中国抽纱汕头进出口有限公司,"China drawnwork Shantou import and Export Co., Ltd",116.703937,23.373629,广东,Guangdong,东部,Eastern China,华南,South China,"116.703937,23.373629"
Ⅶ-112,抽纱（潮州抽纱）,Drawnwork (Chaozhou drawnwork),传统美术,Traditional art,2014,新增项目,New project,广东省潮州市,"Chaozhou City, Guangdong Province",潮州市抽纱公司,"Chaozhou drawnwork Co., Ltd",116.627921,23.664437,广东,Guangdong,东部,Eastern China,华南,South China,"116.627921,23.664437"
Ⅶ-113,水陆画,Shuilu painting,传统美术,Traditional art,2014,新增项目,New project,河北省广平县,"Guangping County, Hebei Province",广平县文化馆,Guangping County Cultural Center,114.94293,36.483498,河北,Hebei,东部,Eastern China,华北,North China,"114.94293,36.483498"
Ⅶ-114,毕摩绘画,Bimo painting,传统美术,Traditional art,2014,新增项目,New project,四川省美姑县,"Meigu County, Sichuan Province",美姑县文化馆,Meigu County Cultural Center,103.130148,28.331945,四川,Sichuan,西部,Western China,西南,Southwest China,"103.130148,28.331945"
Ⅶ-115,彩砂坛城绘制,Tancheng color sand painting,传统美术,Traditional art,2014,新增项目,New project,西藏自治区日喀则市,"Xigaze City, Tibet Autonomous Region",日喀则市扎什伦布寺管理委员会,Zhashlunbu Temple Management Committee of Xigaze City,88.883117,29.270787,西藏,Tibet,西部,Western China,西南,Southwest China,"88.883117,29.270787"
Ⅶ-116,琥珀雕刻,Amber carving,传统美术,Traditional art,2014,新增项目,New project,辽宁省抚顺市,"Fushun City, Liaoning Province",抚顺琥珀泉艺术品有限公司,"Fushun amber Spring Art Co., Ltd",123.915402,41.873859,辽宁,Liaoning,东北,Northeast China,东北,Northeast China,"123.915402,41.873859"
Ⅶ-117,传统玩具（郯城木旋玩具）,Traditional toys (Tancheng wooden spinning toys),传统美术,Traditional art,2014,新增项目,New project,山东省郯城县,"Tancheng County, Shandong Province",郯城县文化馆,Tancheng County Cultural Center,118.361545,34.614447,山东,Shandong,东部,Eastern China,华东,East China,"118.361545,34.614447"
Ⅶ-118,蒙古文书法,Mongolian calligraphy,传统美术,Traditional art,2014,新增项目,New project,内蒙古自治区,Inner Mongolia Autonomous Region,内蒙古自治区非物质文化遗产保护中心,Intangible cultural heritage protection center of Inner Mongolia Autonomous Region,111.664021,40.816981,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"111.664021,40.816981"
Ⅶ-119,满文、锡伯文书法,Manchu and Xibo calligraphy,传统美术,Traditional art,2014,新增项目,New project,新疆维吾尔自治区乌鲁木齐市,"Urumqi City, Xinjiang Uygur Autonomous Region",察布查尔锡伯自治县文化馆,Chabuchar Xibe Autonomous County Cultural Center,87.613992,43.824184,新疆,Xinjiang,西部,Western China,西北,Northwest China,"87.613992,43.824184"
Ⅶ-120,刻铜（杜氏刻铜）,Engraved copper (Du's engraved copper),传统美术,Traditional art,2014,新增项目,New project,安徽省阜阳市,"Fuyang city, Anhui Province",安徽杜氏刻铜艺术有限公司,"Anhui Dushi copper carving art Co., Ltd",115.814372,32.898973,安徽,Anhui,中部,Central China,华东,East China,"115.814372,32.898973"
Ⅶ-121,错金银,metal inlaying,传统美术,Traditional art,2014,新增项目,New project,福建省莆田市涵江区,"Hanjiang District, Putian City, Fujian Province",华昌珠宝有限公司,"Huachang Jewelry Co., Ltd",119.111376,25.461347,福建,Fujian,东部,Eastern China,华东,East China,"119.111376,25.461347"
Ⅶ-121,错金银,metal inlaying,传统美术,Traditional art,2014,新增项目,New project,新疆维吾尔自治区乌鲁木齐市天山区,"Tianshan District, Urumqi City, Xinjiang Uygur Autonomous Region",乌鲁木齐市天山区文化馆,Urumqi Tianshan District Cultural Center,87.628807,43.79316,新疆,Xinjiang,西部,Western China,西北,Northwest China,"87.628807,43.79316"
Ⅶ-122,赏石艺术,Stone appreciation Art,传统美术,Traditional art,2014,新增项目,New project,中国观赏石协会,China Ornamental Stone Association,中国观赏石协会,China Ornamental Stone Association,116.312708,39.831589,北京,Beijing,东部,Eastern China,华北,North China,"116.312708,39.831589"
Ⅷ-1,宜兴紫砂陶制作技艺,Yixing purple sand pottery making technique,传统技艺,Traditional skills,2006,新增项目,New project,江苏省宜兴市,"Yixing City, Jiangsu Province",宜兴市陶瓷行业协会,Yixing Ceramic Industry Association,119.818479,31.342721,江苏,Jiangsu,东部,Eastern China,华东,East China,"119.818479,31.342721"
Ⅷ-2,界首彩陶烧制技艺,Firing technique of Jieshou painted pottery,传统技艺,Traditional skills,2006,新增项目,New project,安徽省界首市,"Jieshou City, Anhui Province",界首市文化馆,Jieshou Cultural Center,115.368778,33.258529,安徽,Anhui,中部,Central China,华东,East China,"115.368778,33.258529"
Ⅷ-3,石湾陶塑技艺,Shiwan pottery art,传统技艺,Traditional skills,2006,新增项目,New project,广东省佛山市,"Foshan City, Guangdong Province",佛山市禅城区博物馆（佛山市禅城区非物质文化遗产保护中心）,Foshan Chancheng District Museum (Foshan Chancheng District Intangible Cultural Heritage Protection Center),113.117235,23.031313,广东,Guangdong,东部,Eastern China,华南,South China,"113.117235,23.031313"
Ⅷ-4,黎族原始制陶技艺,Primitive pottery making skills of Li Nationality,传统技艺,Traditional skills,2006,新增项目,New project,海南省昌江黎族自治县,"Changjiang Li Autonomous County, Hainan Province",昌江黎族自治县文化馆,Changjiang Li Autonomous County Cultural Center,109.051609,19.299649,海南,Hainan,东部,Eastern China,华南,South China,"109.051609,19.299649"
Ⅷ-5,傣族慢轮制陶技艺,Dai slow wheel pottery making technique,传统技艺,Traditional skills,2006,新增项目,New project,云南省西双版纳傣族自治州,"Xishuangbanna Dai Autonomous Prefecture, Yunnan Province",西双版纳傣族自治州文化馆,Xishuangbanna Dai Autonomous Prefecture Cultural Museum,100.796819,22.004582,云南,Yunnan,西部,Western China,西南,Southwest China,"100.796819,22.004582"
Ⅷ-6,维吾尔族模制法土陶烧制技艺,Firing techniques of Uygur moulded earthenware,传统技艺,Traditional skills,2006,新增项目,New project,新疆维吾尔自治区英吉沙县,"Yingjisha County, Xinjiang Uygur Autonomous Region",英吉沙县文化馆,Yingjisha County Cultural Center,76.172739,38.930306,新疆,Xinjiang,西部,Western China,西北,Northwest China,"76.172739,38.930306"
Ⅷ-6,维吾尔族模制法土陶烧制技艺,Firing techniques of Uygur moulded earthenware,传统技艺,Traditional skills,2006,新增项目,New project,新疆维吾尔自治区喀什市,"Kashgar City, Xinjiang Uygur Autonomous Region",喀什市文化馆,Kashgar Cultural Center,75.990822,39.467448,新疆,Xinjiang,西部,Western China,西北,Northwest China,"75.990822,39.467448"
Ⅷ-6,维吾尔族模制法土陶烧制技艺,Firing techniques of Uygur moulded earthenware,传统技艺,Traditional skills,2006,新增项目,New project,新疆维吾尔自治区吐鲁番地区,Turpan region of Xinjiang Uygur Autonomous Region,新疆大漠土艺馆,Xinjiang desert soil Art Museum,89.186695,42.949674,新疆,Xinjiang,西部,Western China,西北,Northwest China,"89.186695,42.949674"
Ⅷ-6,维吾尔族模制法土陶烧制技艺,Firing techniques of Uygur moulded earthenware,传统技艺,Traditional skills,2008,扩展项目,Extension project,新疆生产建设兵团,Xinjiang production and Construction Corps,新疆生产建设兵团第三师图木舒克市文化体育广电和旅游局,"Tumushuke Municipal Bureau of culture, sports, radio, television and tourism, the third division of Xinjiang production and Construction Corps",87.572587,43.836297,新疆,Xinjiang,西部,Western China,西北,Northwest China,"87.572587,43.836297"
Ⅷ-7,景德镇手工制瓷技艺,Jingdezhen handmade porcelain technology,传统技艺,Traditional skills,2006,新增项目,New project,江西省景德镇市,"Jingdezhen City, Jiangxi Province",景德镇市手工制瓷技艺研究保护中心,Jingdezhen handmade porcelain technology research and Protection Center,117.209396,29.295246,江西,Jiangxi,中部,Central China,华中,Central China,"117.209396,29.295246"
Ⅷ-8,耀州窑陶瓷烧制技艺,Ceramic firing technique of Yaozhou Kiln,传统技艺,Traditional skills,2006,新增项目,New project,陕西省铜川市,"Tongchuan City, Shaanxi Province",铜川市陶瓷研究所,Tongchuan Ceramic Research Institute,108.974766,34.917561,陕西,Shaanxi,西部,Western China,西北,Northwest China,"108.974766,34.917561"
Ⅷ-9,龙泉青瓷烧制技艺,Longquan celadon firing technique,传统技艺,Traditional skills,2006,新增项目,New project,浙江省龙泉市,"Longquan City, Zhejiang Province",龙泉市非物质文化遗产保护中心,Longquan Intangible Cultural Heritage Protection Center,119.136375,28.077742,浙江,Zhejiang,东部,Eastern China,华东,East China,"119.136375,28.077742"
Ⅷ-10,磁州窑烧制技艺,Cizhou kiln firing technology,传统技艺,Traditional skills,2006,新增项目,New project,河北省峰峰矿区,Fengfeng mining area of Hebei Province,邯郸市峰峰矿区文化馆,Handan Fengfeng Mining Area Culture Museum,114.20655,36.419212,河北,Hebei,东部,Eastern China,华北,North China,"114.20655,36.419212"
Ⅷ-11,德化瓷烧制技艺,Dehua porcelain firing technique,传统技艺,Traditional skills,2006,新增项目,New project,福建省德化县,"Dehua County, Fujian Province",德化县文化馆,Dehua County Cultural Center,118.236311,25.494315,福建,Fujian,东部,Eastern China,华东,East China,"118.236311,25.494315"
Ⅷ-12,澄城尧头陶瓷烧制技艺,Chengcheng yaotou ceramic firing technique,传统技艺,Traditional skills,2006,新增项目,New project,陕西省澄城县,"Chengcheng County, Shaanxi Province",澄城县文化馆,Chengcheng County Cultural Center,109.927261,35.191011,陕西,Shaanxi,西部,Western China,西北,Northwest China,"109.927261,35.191011"
Ⅷ-13,南京云锦木机妆花手工织造技艺,Hand weaving technique of Nanjing Yunjin wood machine makeup flower,传统技艺,Traditional skills,2006,新增项目,New project,江苏省南京市,"Nanjing City, Jiangsu Province",南京云锦研究所有限公司,"Nanjing Yunjin Research Institute Co., Ltd",118.791439,32.061427,江苏,Jiangsu,东部,Eastern China,华东,East China,"118.791439,32.061427"
Ⅷ-13,南京云锦木机妆花手工织造技艺,Hand weaving technique of Nanjing Yunjin wood machine makeup flower,传统技艺,Traditional skills,2011,扩展项目,Extension project,江苏汉唐织锦科技有限公司,"Jiangsu Hantang brocade technology Co., Ltd",江苏汉唐织锦科技有限公司,"Jiangsu Hantang brocade technology Co., Ltd",118.791439,32.061427,江苏,Jiangsu,东部,Eastern China,华东,East China,"118.791439,32.061427"
Ⅷ-14,宋锦织造技艺,Song brocade weaving technique,传统技艺,Traditional skills,2006,新增项目,New project,江苏省苏州市,"Suzhou City, Jiangsu Province",苏州丝绸博物馆,Suzhou Silk Museum,120.615408,31.301557,江苏,Jiangsu,东部,Eastern China,华东,East China,"120.615408,31.301557"
Ⅷ-15,苏州缂丝织造技艺,Suzhou Kesi weaving technology,传统技艺,Traditional skills,2006,新增项目,New project,江苏省苏州市,"Suzhou City, Jiangsu Province",苏州王金山大师缂丝工作室有限公司,"Suzhou wangjinshan master Kesi studio Co., Ltd",120.615408,31.301557,江苏,Jiangsu,东部,Eastern China,华东,East China,"120.615408,31.301557"
Ⅷ-16,蜀锦织造技艺,Shu brocade weaving technique,传统技艺,Traditional skills,2006,新增项目,New project,四川省成都市,"Chengdu City, Sichuan Province",成都蜀锦织绣有限责任公司,"Chengdu Shujin weaving and Embroidery Co., Ltd",104.063639,30.57555,四川,Sichuan,西部,Western China,西南,Southwest China,"104.063639,30.57555"
Ⅷ-17,乌泥泾手工棉纺织技艺,Wunijing handmade cotton textile technology,传统技艺,Traditional skills,2006,新增项目,New project,上海市徐汇区,"Xuhui District, Shanghai",上海市徐汇区华泾镇人民政府,Shanghai Xuhui District Huajing Town People's Government,121.431909,31.190404,上海,Shanghai,东部,Eastern China,华东,East China,"121.431909,31.190404"
Ⅷ-18,土家族织锦技艺,Tujia brocade art,传统技艺,Traditional skills,2006,新增项目,New project,湖南省湘西土家族苗族自治州,"Xiangxi Tujia and Miao Autonomous Prefecture, Hunan Province",湘西土家族苗族自治州非物质文化遗产保护中心,Intangible cultural heritage protection center of Xiangxi Tujia and Miao Autonomous Prefecture,109.734051,28.315384,湖南,Hunan,中部,Central China,华中,Central China,"109.734051,28.315384"
Ⅷ-19,黎族传统纺染织绣技艺,"Traditional spinning, dyeing, weaving and embroidery skills of Li Nationality",传统技艺,Traditional skills,2006,新增项目,New project,海南省五指山市,"Wuzhishan City, Hainan Province",五指山市文化馆,Wuzhishan Cultural Center,109.51283,18.776943,海南,Hainan,东部,Eastern China,华南,South China,"109.51283,18.776943"
Ⅷ-19,黎族传统纺染织绣技艺,"Traditional spinning, dyeing, weaving and embroidery skills of Li Nationality",传统技艺,Traditional skills,2006,新增项目,New project,海南省白沙黎族自治县,"Baisha Li Autonomous County, Hainan Province",海南省白沙黎族自治县文化馆,"Cultural center of Baisha Li Autonomous County, Hainan Province",109.447195,19.226415,海南,Hainan,东部,Eastern China,华南,South China,"109.447195,19.226415"
Ⅷ-19,黎族传统纺染织绣技艺,"Traditional spinning, dyeing, weaving and embroidery skills of Li Nationality",传统技艺,Traditional skills,2006,新增项目,New project,海南省保亭黎族苗族自治县,"Baoting Li and Miao Autonomous County, Hainan Province",保亭黎族苗族自治县文化馆,Baoting Li and Miao Autonomous County Cultural Center,109.69846,18.640916,海南,Hainan,东部,Eastern China,华南,South China,"109.69846,18.640916"
Ⅷ-19,黎族传统纺染织绣技艺,"Traditional spinning, dyeing, weaving and embroidery skills of Li Nationality",传统技艺,Traditional skills,2006,新增项目,New project,海南省乐东黎族自治县,"Ledong Li Autonomous County, Hainan Province",乐东黎族自治县文化馆,Ledong Li Autonomous County Cultural Center,109.168956,18.751916,海南,Hainan,东部,Eastern China,华南,South China,"109.168956,18.751916"
Ⅷ-19,黎族传统纺染织绣技艺,"Traditional spinning, dyeing, weaving and embroidery skills of Li Nationality",传统技艺,Traditional skills,2006,新增项目,New project,海南省东方市,"Dongfang City, Hainan Province",东方市文化馆,Oriental Cultural Center,108.650167,19.103833,海南,Hainan,东部,Eastern China,华南,South China,"108.650167,19.103833"
Ⅷ-20,壮族织锦技艺,Zhuang brocade art,传统技艺,Traditional skills,2006,新增项目,New project,广西壮族自治区靖西县,"Jingxi County, Guangxi Zhuang Autonomous Region",靖西市文化馆,Jingxi Cultural Center,106.41388,23.137318,广西,Guangxi,西部,Western China,华南,South China,"106.41388,23.137318"
Ⅷ-21,藏族邦典、卡垫织造技艺,Tibetan bangdian and card mat weaving skills,传统技艺,Traditional skills,2006,新增项目,New project,西藏自治区山南地区,Shannan region of Tibet Autonomous Region,贡嘎县文化局（文物局）,Culture Bureau of Gongga county (Cultural Relics Bureau),91.771923,29.240221,西藏,Tibet,西部,Western China,西南,Southwest China,"91.771923,29.240221"
